   0.00532,  63.00000,   0.93560
   0.00506,  63.00000,   0.93710
   0.00462,  63.00000,   0.93760
   0.00476,  63.00000,   0.93530
   0.00495,  63.00000,   0.93600
   0.00407,  63.00000,   0.93660
   0.00430,  63.00000,   0.93730
   0.00461,  63.00000,   0.93740
   0.00405,  63.00000,   0.93670
   0.00402,  63.00000,   0.93670
   0.00422,  63.00000,   0.93770
   0.00430,  63.00000,   0.93650
   0.00404,  63.00000,   0.93720
   0.00392,  63.00000,   0.93760
   0.00418,  63.00000,   0.93630
   0.00452,  63.00000,   0.93490
   0.00332,  63.00000,   0.93720
   0.00379,  63.00000,   0.93700
   0.00329,  63.00000,   0.93850
   0.00392,  63.00000,   0.93780
   0.00323,  63.00000,   0.93830
   0.00342,  63.00000,   0.93810
   0.00422,  63.00000,   0.93860
   0.00311,  63.00000,   0.93780
   0.00384,  63.00000,   0.93650
   0.00329,  63.00000,   0.93740
   0.00323,  63.00000,   0.93820
   0.00352,  63.00000,   0.93680
   0.00385,  63.00000,   0.93900
   0.00368,  63.00000,   0.93900
   0.00356,  63.00000,   0.93820
   0.00361,  63.00000,   0.93900
   0.00344,  63.00000,   0.93680
   0.00282,  63.00000,   0.93840
   0.00313,  63.00000,   0.93680
   0.00307,  63.00000,   0.93820
   0.00307,  63.00000,   0.93700
   0.00284,  63.00000,   0.93650
   0.00318,  63.00000,   0.93610
   0.00344,  63.00000,   0.93670
   0.00342,  63.00000,   0.93710
   0.00296,  63.00000,   0.93680
   0.00286,  63.00000,   0.93820
   0.00312,  63.00000,   0.93520
   0.00290,  63.00000,   0.93680
   0.00270,  63.00000,   0.93810
   0.00302,  63.00000,   0.93760
   0.00321,  63.00000,   0.93930
   0.00300,  63.00000,   0.93780
   0.00291,  63.00000,   0.93520
   0.00301,  63.00000,   0.93720
   0.00303,  63.00000,   0.93660
   0.00350,  63.00000,   0.93870
   0.00335,  63.00000,   0.93700
   0.00333,  63.00000,   0.93720
   0.00266,  63.00000,   0.93680
   0.00285,  63.00000,   0.93780
   0.00268,  63.00000,   0.93740
   0.00283,  63.00000,   0.93740
   0.00296,  63.00000,   0.93760
   0.00288,  63.00000,   0.93790
   0.00290,  63.00000,   0.93800
   0.00287,  63.00000,   0.93870
   0.00259,  63.00000,   0.93770
   0.00262,  63.00000,   0.93760
   0.00265,  63.00000,   0.93820
   0.00273,  63.00000,   0.93710
   0.00247,  63.00000,   0.93780
   0.00260,  63.00000,   0.93830
   0.00251,  63.00000,   0.93840
   0.00255,  63.00000,   0.93730
   0.00283,  63.00000,   0.93990
   0.00286,  63.00000,   0.93940
   0.00255,  63.00000,   0.94000
   0.00240,  63.00000,   0.93970
   0.00228,  63.00000,   0.93790
   0.00237,  63.00000,   0.94060
   0.00235,  63.00000,   0.93900
   0.00251,  63.00000,   0.94030
   0.00258,  63.00000,   0.94060
   0.00284,  63.00000,   0.93890
   0.00244,  63.00000,   0.93920
   0.00240,  63.00000,   0.94050
   0.00244,  63.00000,   0.93950
   0.00224,  63.00000,   0.93940
   0.00219,  63.00000,   0.94090
   0.00238,  63.00000,   0.94070
   0.00226,  63.00000,   0.94070
   0.00290,  63.00000,   0.93880
   0.00247,  63.00000,   0.94090
   0.00274,  63.00000,   0.93930
   0.00235,  63.00000,   0.93940
   0.00243,  63.00000,   0.94120
   0.00253,  63.00000,   0.93970
   0.00250,  63.00000,   0.94000
   0.00243,  63.00000,   0.93900
   0.00266,  63.00000,   0.93970
   0.00249,  63.00000,   0.93890
   0.00222,  63.00000,   0.93870
   0.00256,  63.00000,   0.93910
   0.00246,  63.00000,   0.93860
   0.00231,  63.00000,   0.93770
   0.00307,  63.00000,   0.93840
   0.00241,  63.00000,   0.93890
   0.00234,  63.00000,   0.93790
   0.00222,  63.00000,   0.93850
   0.00228,  63.00000,   0.93870
   0.00234,  63.00000,   0.93890
   0.00228,  63.00000,   0.94000
   0.00233,  63.00000,   0.93900
   0.00226,  63.00000,   0.94030
   0.00243,  63.00000,   0.93980
   0.00239,  63.00000,   0.93870
   0.00217,  63.00000,   0.93910
   0.00212,  63.00000,   0.93990
   0.00233,  63.00000,   0.93910
   0.00241,  63.00000,   0.94020
   0.00242,  63.00000,   0.93870
   0.00240,  63.00000,   0.93940
   0.00265,  63.00000,   0.93920
   0.00228,  63.00000,   0.93920
   0.00214,  63.00000,   0.93910
   0.00264,  63.00000,   0.93860
   0.00240,  63.00000,   0.93850
   0.00245,  63.00000,   0.93990
   0.00216,  63.00000,   0.93950
   0.00227,  63.00000,   0.93980
   0.00223,  63.00000,   0.93940
   0.00233,  63.00000,   0.94000
   0.00239,  63.00000,   0.93870
   0.00218,  63.00000,   0.93940
   0.00241,  63.00000,   0.93950
   0.00224,  63.00000,   0.93910
   0.00237,  63.00000,   0.94040
   0.00238,  63.00000,   0.93940
   0.00226,  63.00000,   0.94000
   0.00221,  63.00000,   0.94000
   0.00220,  63.00000,   0.93920
   0.00230,  63.00000,   0.93910
   0.00220,  63.00000,   0.93860
   0.00222,  63.00000,   0.93890
   0.00234,  63.00000,   0.94010
   0.00241,  63.00000,   0.93870
   0.00211,  63.00000,   0.93980
   0.00224,  63.00000,   0.93980
   0.00218,  63.00000,   0.93970
   0.00238,  63.00000,   0.93990
   0.00230,  63.00000,   0.93950
   0.00230,  63.00000,   0.93910
   0.00211,  63.00000,   0.94060
   0.00213,  63.00000,   0.93940
   0.00232,  63.00000,   0.93930
   0.00209,  63.00000,   0.93960
   0.00227,  63.00000,   0.93910
   0.00216,  63.00000,   0.93970
   0.00216,  63.00000,   0.93910
   0.00226,  63.00000,   0.93950
   0.00207,  63.00000,   0.94000
   0.00254,  63.00000,   0.94050
   0.00222,  63.00000,   0.93920
   0.00214,  63.00000,   0.93940
   0.00216,  63.00000,   0.93890
   0.00209,  63.00000,   0.93900
   0.00213,  63.00000,   0.93940
   0.00214,  63.00000,   0.93890
   0.00205,  63.00000,   0.93930
   0.00206,  63.00000,   0.94000
   0.00217,  63.00000,   0.93900
   0.00209,  63.00000,   0.93920
   0.00232,  63.00000,   0.93990
   0.00206,  63.00000,   0.93990
   0.00224,  63.00000,   0.93930
   0.00223,  63.00000,   0.93930
   0.00219,  63.00000,   0.93980
   0.00211,  63.00000,   0.93980
   0.00203,  63.00000,   0.93890
   0.00211,  63.00000,   0.93890
   0.00237,  63.00000,   0.93940
   0.00202,  63.00000,   0.93910
