   1.55225,   0.42774,   0.52630,   0.06772
   1.36506,   0.50446,   0.56080,   0.04380
   0.99067,   0.65132,   0.68470,   0.02845
   0.84942,   0.70574,   0.59360,   0.02374
   0.78324,   0.73054,   0.74560,   0.02257
   0.73131,   0.74982,   0.69890,   0.02187
   0.69733,   0.76116,   0.67850,   0.02123
   0.68521,   0.76606,   0.65160,   0.02075
   0.67386,   0.76962,   0.73810,   0.02025
   0.65303,   0.77574,   0.66230,   0.01998
   0.65062,   0.77766,   0.71830,   0.01951
   0.63735,   0.78138,   0.72110,   0.01902
   0.63075,   0.78364,   0.52240,   0.01863
   0.62317,   0.78704,   0.70110,   0.01809
   0.62598,   0.78568,   0.67610,   0.01790
   0.61534,   0.79130,   0.76850,   0.01733
   0.61127,   0.79082,   0.72070,   0.01697
   0.60709,   0.79224,   0.75160,   0.01667
   0.60396,   0.79470,   0.73630,   0.01633
   0.60620,   0.79088,   0.78230,   0.01619
   0.59743,   0.79612,   0.68270,   0.01590
   0.59767,   0.79646,   0.72840,   0.01559
   0.59834,   0.79620,   0.62500,   0.01521
   0.59238,   0.79628,   0.66170,   0.01495
   0.59939,   0.79536,   0.68420,   0.01461
   0.58806,   0.80048,   0.70450,   0.01441
   0.59312,   0.79852,   0.63800,   0.01419
   0.58864,   0.79852,   0.69070,   0.01401
   0.58518,   0.79856,   0.77290,   0.01380
   0.58234,   0.80096,   0.74930,   0.01354
   0.58554,   0.79960,   0.78770,   0.01336
   0.57776,   0.80218,   0.71910,   0.01312
   0.58388,   0.79994,   0.76920,   0.01303
   0.58022,   0.80230,   0.72680,   0.01280
   0.57638,   0.80330,   0.69020,   0.01263
   0.58054,   0.80182,   0.73300,   0.01250
   0.57208,   0.80552,   0.63630,   0.01246
   0.58032,   0.80248,   0.70410,   0.01234
   0.57983,   0.80280,   0.62590,   0.01229
   0.57356,   0.80436,   0.72810,   0.01210
   0.57787,   0.80080,   0.66510,   0.01189
   0.57599,   0.80410,   0.65360,   0.01165
   0.57753,   0.80028,   0.75010,   0.01144
   0.56732,   0.80796,   0.70880,   0.01122
   0.57114,   0.80560,   0.74420,   0.01100
   0.57659,   0.80406,   0.77030,   0.01107
   0.56542,   0.80852,   0.70320,   0.01091
   0.56898,   0.80742,   0.74510,   0.01086
   0.56838,   0.80670,   0.74690,   0.01071
   0.56841,   0.80752,   0.77880,   0.01072
   0.56843,   0.80550,   0.73620,   0.01071
   0.56899,   0.80750,   0.75060,   0.01072
   0.56922,   0.80520,   0.72700,   0.01050
   0.56273,   0.80970,   0.79210,   0.01048
   0.56976,   0.80662,   0.72850,   0.01034
   0.56694,   0.80618,   0.72830,   0.01028
   0.56496,   0.80850,   0.78380,   0.01022
   0.56714,   0.80692,   0.76150,   0.01009
   0.56653,   0.80654,   0.68690,   0.01002
   0.57248,   0.80576,   0.79950,   0.00990
   0.36002,   0.87736,   0.87080,   0.00976
   0.31247,   0.89406,   0.87810,   0.00935
   0.29886,   0.89804,   0.85890,   0.00897
   0.29969,   0.89812,   0.87290,   0.00873
   0.29292,   0.90000,   0.85070,   0.00848
   0.30058,   0.89692,   0.86520,   0.00831
   0.30116,   0.89576,   0.85990,   0.00819
   0.30031,   0.89760,   0.86680,   0.00810
   0.30351,   0.89668,   0.86850,   0.00800
   0.29910,   0.89638,   0.85310,   0.00799
   0.30109,   0.89524,   0.83790,   0.00802
   0.30505,   0.89500,   0.85340,   0.00805
   0.29622,   0.89954,   0.86410,   0.00806
   0.30136,   0.89694,   0.84900,   0.00807
   0.30049,   0.89532,   0.85770,   0.00811
   0.29278,   0.89930,   0.86390,   0.00812
   0.29404,   0.89810,   0.85840,   0.00817
   0.29916,   0.89868,   0.86190,   0.00822
