   3.67085,   0.13042,   0.18660,   0.16950,   0.00000
   3.84261,   0.10004,   0.14510,   0.12555,   0.00000
   3.31442,   0.17298,   0.15170,   0.06758,   0.00000
   3.04743,   0.21974,   0.20380,   0.04570,   0.00000
   2.85901,   0.26026,   0.25270,   0.04385,   0.00000
   2.71513,   0.28658,   0.24490,   0.04446,   0.00000
   2.60335,   0.31248,   0.28500,   0.04507,   0.00000
   2.52173,   0.33082,   0.29910,   0.04541,   0.00000
   2.45198,   0.34904,   0.29780,   0.04540,   0.00000
   2.40541,   0.36024,   0.36060,   0.04532,   0.00000
   2.35914,   0.37124,   0.34040,   0.04517,   0.00000
   2.33261,   0.37766,   0.29870,   0.04503,   0.00000
   2.29560,   0.38718,   0.30260,   0.04486,   0.00000
   2.26669,   0.39154,   0.33500,   0.04463,   0.00000
   2.24766,   0.40098,   0.29520,   0.04431,   0.00000
   2.24049,   0.40122,   0.35880,   0.04400,   0.00000
   2.20054,   0.41250,   0.37160,   0.04379,   0.00000
   2.18898,   0.41630,   0.40990,   0.04367,   0.00000
   2.17514,   0.41820,   0.36460,   0.04316,   0.00000
   2.15935,   0.42298,   0.34190,   0.04282,   0.00000
   2.15046,   0.42422,   0.35900,   0.04258,   0.00000
   2.13573,   0.42796,   0.39840,   0.04244,   0.00000
   2.12286,   0.43250,   0.36840,   0.04217,   0.00000
   2.11297,   0.43306,   0.40790,   0.04166,   0.00000
   2.10760,   0.43620,   0.40770,   0.04134,   0.00000
   2.10876,   0.43530,   0.41220,   0.04115,   0.00000
   2.09153,   0.44094,   0.36670,   0.04087,   0.00000
   2.08727,   0.44240,   0.39330,   0.04052,   0.00000
   2.08386,   0.44292,   0.36720,   0.04018,   0.00000
   2.06826,   0.44572,   0.40010,   0.03993,   0.00000
   2.05768,   0.44908,   0.40890,   0.03955,   0.00000
   2.06528,   0.44678,   0.40450,   0.03920,   0.00000
   2.05405,   0.45398,   0.42580,   0.03908,   0.00000
   2.04424,   0.45366,   0.35440,   0.03871,   0.00000
   2.04002,   0.45338,   0.43530,   0.03847,   0.00000
   2.03868,   0.45414,   0.37020,   0.03816,   0.00000
   2.03451,   0.45496,   0.34200,   0.03787,   0.00000
   2.02838,   0.45678,   0.37440,   0.03747,   0.00000
   2.03589,   0.45392,   0.37990,   0.03733,   0.00000
   2.02006,   0.45836,   0.34560,   0.03709,   0.00000
   2.02463,   0.46256,   0.39090,   0.03690,   0.00000
   2.00871,   0.45958,   0.41230,   0.03666,   0.00000
   2.01249,   0.46370,   0.40070,   0.03647,   0.00000
   2.01020,   0.46224,   0.38930,   0.03629,   0.00000
   2.00312,   0.46774,   0.43160,   0.03597,   0.00000
   1.99703,   0.46552,   0.39020,   0.03575,   0.00000
   1.99790,   0.46468,   0.40660,   0.03533,   0.00000
   2.00356,   0.46482,   0.42620,   0.03514,   0.00000
   1.99226,   0.46450,   0.41200,   0.03510,   0.00000
   2.00055,   0.46754,   0.34720,   0.03496,   0.00000
   2.00133,   0.46512,   0.42250,   0.03469,   0.00000
   1.98196,   0.47186,   0.40440,   0.03442,   0.00000
   2.00080,   0.46652,   0.31190,   0.03418,   0.00000
   1.98581,   0.46988,   0.39860,   0.03388,   0.00000
   1.98123,   0.47020,   0.41380,   0.03376,   0.00000
   1.99659,   0.46600,   0.37580,   0.03367,   0.00000
   1.98298,   0.47076,   0.42700,   0.03345,   0.00000
   1.99694,   0.46560,   0.40310,   0.03329,   0.00000
   1.98547,   0.46982,   0.33180,   0.03307,   0.00000
   1.98445,   0.46768,   0.38180,   0.03302,   0.00000
   1.35021,   0.62028,   0.60520,   0.03208,   0.00000
   1.20439,   0.65460,   0.61740,   0.02991,   0.00000
   1.15567,   0.66700,   0.62840,   0.02837,   0.00000
   1.13207,   0.67294,   0.60770,   0.02736,   0.00000
   1.12310,   0.67690,   0.60830,   0.02671,   0.00000
   1.11512,   0.67648,   0.60400,   0.02631,   0.00000
   1.12040,   0.67712,   0.59060,   0.02608,   0.00000
   1.10833,   0.67942,   0.59300,   0.02589,   0.00000
   1.10814,   0.68052,   0.59850,   0.02587,   0.00000
   1.10610,   0.68254,   0.61250,   0.02596,   0.00000
   1.09237,   0.68810,   0.59340,   0.02594,   0.00000
   1.08570,   0.68772,   0.58340,   0.02607,   0.00000
   1.07171,   0.69092,   0.60850,   0.02628,   0.00000
   1.07772,   0.69064,   0.58770,   0.02634,   0.00000
   1.05949,   0.69378,   0.60180,   0.02645,   0.00000
   1.04725,   0.69686,   0.59460,   0.02650,   0.00000
   1.04184,   0.70298,   0.58980,   0.02659,   0.00000
   1.04254,   0.69928,   0.59670,   0.02674,   0.00000
   1.02215,   0.70574,   0.61010,   0.02678,   0.00000
   1.02132,   0.70602,   0.61880,   0.02691,   0.00000
   1.01169,   0.70678,   0.60600,   0.02705,   0.00000
   1.00372,   0.71054,   0.60360,   0.02712,   0.00000
   0.99749,   0.71534,   0.60210,   0.02718,   0.00000
   0.99260,   0.71246,   0.59420,   0.02734,   0.00000
   0.98619,   0.71484,   0.61930,   0.02740,   0.00000
   0.97038,   0.72098,   0.62270,   0.02751,   0.00000
   0.97837,   0.71790,   0.60780,   0.02759,   0.00000
   0.96565,   0.72034,   0.59420,   0.02763,   0.00000
   0.96214,   0.72174,   0.59330,   0.02770,   0.00000
   0.95905,   0.72188,   0.60100,   0.02773,   0.00000
   0.95869,   0.72168,   0.62450,   0.02782,   0.00000
   0.94311,   0.72752,   0.61560,   0.02789,   0.00000
   0.95247,   0.72728,   0.58110,   0.02790,   0.00000
   0.93333,   0.72970,   0.61770,   0.02800,   0.00000
   0.94535,   0.72534,   0.62060,   0.02809,   0.00000
   0.92400,   0.73360,   0.63060,   0.02820,   0.00000
   0.93648,   0.73212,   0.59310,   0.02820,   0.00000
   0.91569,   0.73636,   0.62030,   0.02832,   0.00000
   0.93075,   0.73028,   0.60220,   0.02831,   0.00000
   0.91475,   0.73518,   0.60120,   0.02833,   0.00000
   0.91770,   0.73376,   0.60000,   0.02838,   0.00000
   0.92209,   0.73626,   0.60790,   0.02844,   0.00000
   0.91197,   0.73802,   0.62140,   0.02851,   0.00000
   0.90181,   0.73792,   0.62460,   0.02854,   0.00000
   0.90691,   0.73684,   0.61450,   0.02857,   0.00000
   0.88954,   0.74254,   0.61330,   0.02860,   0.00000
   0.89513,   0.74178,   0.60850,   0.02860,   0.00000
   0.89914,   0.73908,   0.60430,   0.02866,   0.00000
   0.89310,   0.74296,   0.62710,   0.02872,   0.00000
   0.88554,   0.74564,   0.62040,   0.02875,   0.00000
   0.89136,   0.74182,   0.61600,   0.02877,   0.00000
   0.89390,   0.74114,   0.61040,   0.02879,   0.00000
   0.88637,   0.74340,   0.64060,   0.02882,   0.00000
   0.88477,   0.74520,   0.62260,   0.02887,   0.00000
   0.88015,   0.74710,   0.61080,   0.02889,   0.00000
   0.87368,   0.74824,   0.61730,   0.02892,   0.00000
   0.87703,   0.74652,   0.63400,   0.02894,   0.00000
   0.88935,   0.74342,   0.59690,   0.02894,   0.00000
   0.87527,   0.74600,   0.62610,   0.02897,   0.00000
   0.88138,   0.74522,   0.62470,   0.02898,   0.00000
   0.49320,   0.85622,   0.71960,   0.02900,   0.00000
   0.38168,   0.88686,   0.71880,   0.02870,   0.00000
   0.33229,   0.90016,   0.72030,   0.02835,   0.00000
   0.30146,   0.90904,   0.71920,   0.02793,   0.00000
   0.28032,   0.91434,   0.72130,   0.02755,   0.00000
   0.25357,   0.92350,   0.71850,   0.02717,   0.00000
   0.24188,   0.92600,   0.71490,   0.02681,   0.00000
   0.22555,   0.93346,   0.71980,   0.02645,   0.00000
   0.21905,   0.93326,   0.71200,   0.02611,   0.00000
   0.21229,   0.93660,   0.70890,   0.02577,   0.00000
   0.20801,   0.93614,   0.70850,   0.02548,   0.00000
   0.20252,   0.93892,   0.70150,   0.02522,   0.00000
   0.19687,   0.94002,   0.70880,   0.02494,   0.00000
   0.19393,   0.94180,   0.70810,   0.02469,   0.00000
   0.19025,   0.94262,   0.70680,   0.02444,   0.00000
   0.19631,   0.94018,   0.70010,   0.02423,   0.00000
   0.19140,   0.94142,   0.70390,   0.02404,   0.00000
   0.20256,   0.93842,   0.69650,   0.02386,   0.00000
   0.18835,   0.94204,   0.69640,   0.02371,   0.00000
   0.20363,   0.93682,   0.69890,   0.02353,   0.00000
   0.19117,   0.94280,   0.69450,   0.02336,   0.00000
   0.19750,   0.93846,   0.69390,   0.02323,   0.00000
   0.19644,   0.94066,   0.69070,   0.02312,   0.00000
   0.20524,   0.93840,   0.68330,   0.02296,   0.00000
   0.20858,   0.93620,   0.70090,   0.02288,   0.00000
   0.19878,   0.93988,   0.69390,   0.02279,   0.00000
   0.21686,   0.93296,   0.69270,   0.02269,   0.00000
   0.21074,   0.93578,   0.68350,   0.02260,   0.00000
   0.21849,   0.93238,   0.69020,   0.02258,   0.00000
   0.22042,   0.93300,   0.69030,   0.02252,   0.00000
   0.21519,   0.93378,   0.68220,   0.02247,   0.00000
   0.21310,   0.93468,   0.69050,   0.02240,   0.00000
   0.20779,   0.93728,   0.69150,   0.02236,   0.00000
   0.22061,   0.93382,   0.68840,   0.02231,   0.00000
   0.21859,   0.93400,   0.67740,   0.02226,   0.00000
   0.23268,   0.92834,   0.68520,   0.02223,   0.00000
   0.22616,   0.93204,   0.68610,   0.02225,   0.00000
   0.22191,   0.93220,   0.68490,   0.02223,   0.00000
   0.21775,   0.93406,   0.67950,   0.02218,   0.00000
   0.22512,   0.93152,   0.68500,   0.02218,   0.00000
   0.11595,   0.96648,   0.71750,   0.02212,   0.00000
   0.07781,   0.97894,   0.72280,   0.02205,   0.00000
   0.06501,   0.98316,   0.72480,   0.02197,   0.00000
   0.05825,   0.98574,   0.72610,   0.02188,   0.00000
   0.05300,   0.98692,   0.72750,   0.02179,   0.00000
   0.04868,   0.98802,   0.72630,   0.02169,   0.00000
   0.04370,   0.98956,   0.72740,   0.02159,   0.00000
   0.04271,   0.98958,   0.73060,   0.02149,   0.00000
   0.04008,   0.99092,   0.72550,   0.02139,   0.00000
   0.03772,   0.99122,   0.72920,   0.02129,   0.00000
   0.03888,   0.99096,   0.72540,   0.02119,   0.00000
   0.03520,   0.99226,   0.72610,   0.02110,   0.00000
   0.03367,   0.99246,   0.73000,   0.02100,   0.00000
   0.03406,   0.99198,   0.72770,   0.02091,   0.00000
   0.03277,   0.99276,   0.73400,   0.02081,   0.00000
   0.03152,   0.99338,   0.73280,   0.02071,   0.00000
   0.03037,   0.99372,   0.73010,   0.02062,   0.00000
   0.02892,   0.99400,   0.73200,   0.02053,   0.00000
   0.02782,   0.99448,   0.73460,   0.02044,   0.00000
   0.02805,   0.99420,   0.73000,   0.02035,   0.00000
